customerID,Churn,prediction,Churn_Probability,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MultipleLines,Partner,Dependents,gender,PhoneService,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,RetentionPriority
3195-TQDZX,No,0.0,0.3262,3,Month-to-month,20.25,61.45,No,Electronic check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Male,Yes,1,0,2,3,0.978648186053238
0529-ONKER,Yes,1.0,0.5495,15,Month-to-month,75.65,1146.65,Fiber optic,Electronic check,No,No,No,No,No,No,Yes,No,No,Male,Yes,4,0,4,8,4.3963825485573
0481-SUMCB,No,0.0,0.3579,45,One year,102.15,4735.35,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,2,5,12,4.2948088273709315
5240-IJOQT,Yes,1.0,0.7395,1,Month-to-month,74.7,74.7,Fiber optic,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Male,Yes,1,0,4,5,3.6975006581991465
1092-GANHU,Yes,1.0,0.5404,17,Month-to-month,76.65,1313.55,Fiber optic,Electronic check,No,No,No,No,No,Yes,No,No,No,Male,Yes,4,0,4,8,4.323335375821394
7898-PDWQE,No,0.0,0.0075,71,Two year,80.4,5727.15,DSL,Credit card (automatic),Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Male,Yes,5,3,5,13,0.09721449442400565
1925-GMVBW,No,0.0,0.1805,5,Month-to-month,20.55,96.1,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,2,0,2,4,0.7221992780113653
1656-DRSMG,No,0.0,0.2968,63,Month-to-month,109.85,7002.95,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,3,5,13,3.858238003725927
2984-AFWNC,No,1.0,0.6943,3,Month-to-month,95.4,293.15,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,No,No,No,No,Female,Yes,1,3,5,9,6.248400369079059
9764-REAFF,No,0.0,0.0022,59,Two year,18.4,1057.85,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,Female,Yes,5,0,1,6,0.013317371546418544
3703-VAVCL,Yes,0.0,0.4605,2,Month-to-month,90.0,190.05,Fiber optic,Credit card (automatic),No,No,Yes,No,Yes,No,No,Yes,Yes,Male,Yes,1,1,5,7,3.2233085936851236
8519-QJGJD,Yes,0.0,0.4966,14,Month-to-month,75.35,1025.95,Fiber optic,Electronic check,No,No,No,No,No,No,No,No,No,Female,Yes,4,0,4,8,3.9727302360376777
7876-DNYAP,No,0.0,0.001,69,Two year,19.8,1436.95,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,5,0,1,6,0.006044667473854348
5071-FBJFS,No,0.0,0.3186,4,Month-to-month,50.3,217.1,DSL,Electronic check,Yes,No,No,No,No,No,No,Yes,Yes,Female,Yes,2,1,3,6,1.9113505923756036
2429-AYKKO,No,0.0,0.001,72,Two year,19.85,1434.1,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,5,0,1,6,0.00571969047218146
0330-IVZHA,Yes,1.0,0.6071,5,Month-to-month,69.95,330.15,Fiber optic,Electronic check,No,No,No,No,No,No,No,Yes,No,Female,Yes,2,0,4,6,3.642793319293324
3794-NFNCH,No,0.0,0.1628,30,Month-to-month,50.0,1474.9,DSL,Mailed check,No,No,No,No,No,Yes,No,Yes,No,Male,Yes,5,0,3,8,1.3025066089786606
4237-RLAQD,Yes,0.0,0.4314,1,Month-to-month,45.85,45.85,DSL,Mailed check,No,No,No,No,No,Yes,No,No,No,Male,Yes,1,0,3,4,1.7254473353095916
6518-KZXCB,No,0.0,0.0224,22,Two year,25.25,566.5,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,Male,Yes,4,0,2,6,0.13468977286872996
9313-QOLTZ,No,0.0,0.0581,26,Month-to-month,20.9,518.3,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,5,0,2,7,0.4067328630067518
9651-GTSAQ,Yes,0.0,0.2112,53,One year,106.1,5769.75,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Female,Yes,5,4,5,14,2.957305406514025
3186-BAXNB,Yes,1.0,0.5588,1,Month-to-month,91.7,91.7,Fiber optic,Electronic check,No,Yes,Yes,Yes,No,No,No,No,No,Female,Yes,1,2,5,8,4.470596658901616
4672-FOTSD,No,0.0,0.2879,12,Month-to-month,67.25,832.3,DSL,Electronic check,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Male,Yes,3,2,4,9,2.5911350423657806
8259-NFJTV,No,0.0,0.2554,7,Month-to-month,34.65,246.6,DSL,Mailed check,Yes,No,Yes,No,No,No,No phone service,Yes,Yes,Female,No,3,1,2,6,1.5326889646000779
3223-DWFIO,No,1.0,0.5906,4,Month-to-month,69.35,261.65,Fiber optic,Electronic check,No,No,No,No,No,No,No,No,No,Male,Yes,2,0,4,6,3.543407634916054
2660-EMUBI,Yes,1.0,0.7635,10,Month-to-month,95.35,898.35,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,No,No,Male,Yes,3,2,5,10,7.634789477119672
4751-ERMAN,No,0.0,0.015,72,Two year,75.4,5480.25,DSL,Bank transfer (automatic),No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Male,Yes,5,3,4,12,0.17972908263960274
2003-CKLOR,Yes,0.0,0.267,66,Month-to-month,99.5,6710.5,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,No,No,No,No,Male,Yes,5,3,5,13,3.4709784041454412
0993-OSGPT,No,0.0,0.0158,68,One year,60.65,3975.9,DSL,Bank transfer (automatic),No,Yes,Yes,No,No,Yes,No,Yes,No,Female,Yes,5,1,4,10,0.15799971294927828
7108-DGVUU,No,0.0,0.2002,21,One year,71.7,1497.05,DSL,Bank transfer (automatic),No,Yes,No,No,Yes,No,Yes,Yes,No,Female,Yes,4,2,4,10,2.0023957621638457
2782-JEEBU,No,0.0,0.2383,21,Month-to-month,36.0,780.15,DSL,Mailed check,No,Yes,Yes,No,No,Yes,No phone service,No,No,Male,No,4,1,2,7,1.6678826813674261
5127-BZENZ,No,0.0,0.03,56,One year,65.2,3512.15,DSL,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,Yes,Yes,Female,Yes,5,2,4,11,0.3302586525034582
4522-XRWWI,No,0.0,0.0663,42,One year,80.45,3375.9,DSL,Credit card (automatic),Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Male,Yes,5,3,5,13,0.8622700522054129
5939-SXWHM,No,0.0,0.005,48,Two year,26.3,1245.05,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,Male,Yes,5,0,2,7,0.03514463971024129
8246-SHFGA,No,0.0,0.0953,17,Month-to-month,21.1,385.55,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,4,0,2,6,0.571692749635824
6032-KRXXO,Yes,1.0,0.5773,30,Month-to-month,90.25,2755.35,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,No,No,Male,Yes,5,2,5,12,6.92734374763994
7941-RCJOW,No,0.0,0.0018,65,Two year,19.55,1218.65,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Male,Yes,5,0,1,6,0.01054972247583219
4154-AQUGT,Yes,1.0,0.5053,13,Month-to-month,89.05,1169.35,Fiber optic,Bank transfer (automatic),No,Yes,Yes,No,Yes,Yes,No,Yes,No,Male,Yes,4,2,5,11,5.557805427158444
3813-DHBBB,No,0.0,0.0095,67,Two year,50.95,3521.7,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,Yes,No phone service,Yes,No,Male,No,5,3,3,11,0.10454975522619392
2812-REYAT,No,0.0,0.0141,49,One year,20.05,923.1,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,Female,Yes,5,0,2,7,0.09879374389949702
6518-PPLMZ,No,0.0,0.0035,53,Two year,19.4,1110.35,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Male,Yes,5,0,1,6,0.020801760223281507
4939-KYYPY,No,0.0,0.1797,27,Month-to-month,59.45,1611.65,DSL,Electronic check,No,No,Yes,No,No,No,Yes,No,No,Male,Yes,5,0,3,8,1.437989397590714
8017-LXHFA,Yes,1.0,0.6382,23,Month-to-month,94.75,2293.6,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,No,No,No,Female,Yes,4,3,5,12,7.658076901829202
5930-GBIWP,No,0.0,0.0101,69,Two year,81.5,5553.25,DSL,Credit card (automatic),Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Male,Yes,5,3,5,13,0.1316305737306469
6352-TWCAU,Yes,1.0,0.5208,35,Month-to-month,86.45,3029.1,Fiber optic,Electronic check,No,No,No,Yes,No,Yes,Yes,No,No,Female,Yes,5,1,5,11,5.7292675051170505
2361-UPSND,No,0.0,0.0331,46,One year,70.6,3231.05,DSL,Mailed check,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Female,Yes,5,3,4,12,0.3975583554949291
6035-RIIOM,No,0.0,0.1205,54,Two year,97.2,5129.45,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,3,5,13,1.5659933652529392
9504-DSHWM,No,0.0,0.1386,20,Month-to-month,59.2,1191.2,DSL,Bank transfer (automatic),Yes,No,Yes,No,No,No,Yes,No,No,Male,Yes,4,1,3,8,1.1086928231863231
1478-VPOAD,No,0.0,0.4592,1,Month-to-month,43.8,43.8,DSL,Electronic check,No,No,No,No,No,No,No,No,No,Female,Yes,1,0,3,4,1.8369457002019676
2988-PLAHS,No,0.0,0.4697,3,One year,69.95,220.45,DSL,Electronic check,No,No,No,Yes,Yes,Yes,No,No,No,Female,Yes,1,2,4,7,3.2879180234031122
2351-RRBUE,No,0.0,0.0917,7,One year,20.65,134.05,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,3,0,2,5,0.45847676388070413
1498-DQNRX,No,0.0,0.0548,29,Month-to-month,19.85,573.05,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,Female,Yes,5,0,1,6,0.32861057495926804
5442-XSDCW,Yes,1.0,0.5469,11,Month-to-month,79.5,868.5,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,Yes,No,Yes,Yes,Male,Yes,3,1,4,8,4.375194872680234
3307-TLCUD,No,0.0,0.2396,17,Month-to-month,34.4,592.75,DSL,Mailed check,Yes,No,No,No,No,No,No phone service,Yes,No,Male,No,4,1,2,7,1.6773496648469868
9659-QEQSY,No,0.0,0.4145,45,Month-to-month,115.65,5125.5,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,4,5,14,5.802610977409346
5405-ZMYXQ,No,1.0,0.6002,8,Month-to-month,74.6,548.9,Fiber optic,Credit card (automatic),No,No,No,No,No,Yes,Yes,No,No,Female,Yes,3,0,4,7,4.2015569841969
6311-UEUME,Yes,1.0,0.5035,29,Month-to-month,78.9,2384.15,Fiber optic,Electronic check,No,No,No,Yes,No,Yes,No,No,No,Female,Yes,5,1,4,10,5.03498610657759
4422-QVIJA,No,0.0,0.1052,35,Month-to-month,50.15,1655.35,DSL,Mailed check,No,No,No,No,No,No,Yes,No,Yes,Female,Yes,5,0,3,8,0.8417403852630985
4735-BJKOU,No,0.0,0.0062,40,Two year,20.15,804.85,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,5,0,2,7,0.043173647472283916
1696-MZVAU,No,0.0,0.0723,39,One year,25.25,947.75,DSL,Credit card (automatic),No,No,No,No,No,Yes,No phone service,Yes,Yes,Male,No,5,0,2,7,0.5062761121374362
1298-PHBTI,No,0.0,0.0334,71,Two year,84.8,6152.4,Fiber optic,Electronic check,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Male,Yes,5,1,5,11,0.3669038471906002
6961-MJKBO,No,0.0,0.0042,47,Two year,20.45,943.0,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,5,0,2,7,0.029364310552044692
0107-YHINA,Yes,1.0,0.7788,1,Month-to-month,99.75,99.75,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Male,Yes,1,2,5,8,6.230351316766601
7279-NMVJC,No,0.0,0.0621,17,One year,19.9,323.15,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,4,0,1,5,0.31050362415993904
2081-VEYEH,No,1.0,0.6648,3,Month-to-month,107.95,318.6,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Male,Yes,1,3,5,9,5.983204864917541
9060-HJJRW,No,0.0,0.1035,51,One year,56.4,2928.5,DSL,Credit card (automatic),No,Yes,No,Yes,Yes,Yes,No phone service,No,No,Female,No,5,3,3,11,1.1380090462840098
5136-RGMZO,No,0.0,0.2393,31,Month-to-month,71.05,2168.15,DSL,Electronic check,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Male,Yes,5,2,4,11,2.632564958041468
1015-OWJKI,No,0.0,0.2155,1,Month-to-month,19.05,19.05,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,1,0,1,2,0.43097577073386684
1222-KJNZD,No,0.0,0.0339,40,Month-to-month,20.4,745.3,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Male,Yes,5,0,2,7,0.2376281121344116
5318-IXUZF,Yes,1.0,0.6404,2,Month-to-month,87.15,183.75,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,No,Yes,No,No,No,Female,Yes,1,2,5,8,5.123562350647642
8952-WCVCD,No,0.0,0.2451,41,One year,104.45,4162.05,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Female,Yes,5,4,5,14,3.431778019741377
1320-REHCS,No,0.0,0.4428,52,Month-to-month,110.75,5832.0,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,3,5,13,5.756071848481904
3658-QQJYD,No,0.0,0.04,62,One year,74.3,4698.05,DSL,Credit card (automatic),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Male,Yes,5,4,4,13,0.519849437747704
0134-XWXCE,No,0.0,0.0643,44,One year,74.85,3268.05,DSL,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,No,No,Female,Yes,5,2,4,11,0.7072843662481462
5848-FHRFC,No,0.0,0.0013,68,Two year,20.05,1386.9,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,5,0,2,7,0.008926743419972683
5356-KZCKT,No,0.0,0.004,58,Two year,24.45,1513.6,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,Male,Yes,5,0,2,7,0.027861036417930585
6519-CFDBX,No,1.0,0.5226,2,Month-to-month,45.4,80.95,DSL,Electronic check,No,No,No,No,No,Yes,No,No,No,Female,Yes,1,0,3,4,2.0904147198964793
3669-WHAFY,No,0.0,0.0582,71,Two year,115.15,8078.1,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,4,5,14,0.8143870090092353
3055-VTCGS,No,0.0,0.0235,63,One year,58.55,3503.5,DSL,Credit card (automatic),No,No,No,No,Yes,No,No,No,No,Female,Yes,5,1,3,9,0.2112231695009016
7279-BUYWN,Yes,1.0,0.5266,41,Month-to-month,113.2,4689.5,Fiber optic,Electronic check,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,4,5,14,7.372366972055524
7156-MHUGY,Yes,1.0,0.7009,13,Month-to-month,90.5,1201.15,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,No,No,Male,Yes,4,2,5,11,7.70941320177816
7198-GLXTC,Yes,1.0,0.6466,2,Month-to-month,79.0,143.65,Fiber optic,Electronic check,No,No,No,Yes,No,No,No,No,No,Male,Yes,1,1,4,6,3.879753599830743
2007-QVGAW,No,0.0,0.0015,68,Two year,19.35,1292.65,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Female,Yes,5,0,1,6,0.00916806899415823
8380-PEFPE,Yes,1.0,0.6518,1,Month-to-month,71.65,71.65,Fiber optic,Electronic check,No,No,No,No,No,Yes,No,No,Yes,Male,Yes,1,0,4,5,3.259112761359865
7789-HKSBS,No,0.0,0.3293,42,One year,105.2,4599.15,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,3,5,13,4.28090668879924
3096-IZETN,Yes,1.0,0.5271,12,Month-to-month,78.1,947.3,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,No,No,No,No,Female,Yes,3,1,4,8,4.2169192384881455
5922-ABDVO,Yes,1.0,0.5343,19,Month-to-month,89.65,1761.05,Fiber optic,Mailed check,No,No,No,No,Yes,No,Yes,Yes,No,Female,Yes,4,1,5,10,5.343158910448
9172-ANCRX,Yes,1.0,0.71,10,Month-to-month,98.7,973.25,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,3,3,5,11,7.810150389497678
6650-VJONK,No,0.0,0.4514,1,Month-to-month,43.85,43.85,DSL,Bank transfer (automatic),No,No,No,No,No,Yes,No,No,No,Male,Yes,1,0,3,4,1.8055176191862325
2773-MADBQ,No,0.0,0.0349,36,Two year,53.1,1901.25,DSL,Mailed check,Yes,Yes,Yes,No,Yes,Yes,No phone service,No,No,Female,No,5,3,3,11,0.38375383573448685
6016-LVTJQ,No,0.0,0.0355,34,Month-to-month,20.65,716.4,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,5,0,2,7,0.2483206029144709
8966-KZXXA,No,0.0,0.0091,36,Two year,25.1,930.95,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,Male,Yes,5,0,2,7,0.06379992814391944
5149-QYTTU,No,0.0,0.0502,71,One year,95.15,6770.85,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Female,Yes,5,2,5,12,0.6022534003309268
2070-XYMFH,No,0.0,0.4683,23,Month-to-month,79.35,1835.3,Fiber optic,Mailed check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,4,0,4,8,3.7464341354613344
0817-HSUSE,No,1.0,0.5313,1,Month-to-month,75.5,75.5,DSL,Electronic check,No,No,Yes,Yes,Yes,Yes,No,No,No,Male,Yes,1,2,4,7,3.7189853202214325
5442-PPTJY,No,0.0,0.0278,12,Two year,19.7,258.35,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,3,0,1,4,0.1111860801347202
8356-WUAOJ,No,1.0,0.5538,1,Month-to-month,45.0,45.0,DSL,Electronic check,No,No,No,No,No,Yes,No,Yes,No,Female,Yes,1,0,3,4,2.215145480710764
6990-YNRIO,Yes,0.0,0.0402,65,Two year,108.65,6937.95,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,Yes,5,3,5,13,0.5229548847263261
6959-GQEGV,No,0.0,0.1699,45,Month-to-month,75.95,3273.8,DSL,Electronic check,Yes,No,No,Yes,Yes,Yes,No,No,No,Male,Yes,5,3,4,12,2.038928740371841
3173-WSSUE,No,0.0,9.0E-4,71,Two year,19.7,1415.85,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,5,0,1,6,0.005245984812850324
6702-OHFWR,Yes,1.0,0.7062,1,Month-to-month,43.3,43.3,DSL,Electronic check,No,Yes,No,No,Yes,Yes,No phone service,No,No,Male,No,1,2,3,6,4.237305919878759
5296-BFCYD,No,0.0,0.0052,46,Two year,20.1,936.85,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Male,Yes,5,0,2,7,0.03612042378114677
7517-SAWMO,Yes,0.0,0.473,19,Month-to-month,73.2,1441.1,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,No,Yes,No,Female,Yes,4,1,4,9,4.257104338606289
4143-HHPMK,Yes,0.0,0.3139,52,Month-to-month,85.35,4338.6,Fiber optic,Electronic check,No,Yes,No,No,Yes,Yes,No,No,No,Male,Yes,5,2,5,12,3.7671236537250854
3279-DYZQM,No,0.0,8.0E-4,71,Two year,19.45,1378.45,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,5,0,1,6,0.005047749854811601
0923-PNFUB,Yes,1.0,0.6319,3,Month-to-month,83.75,247.25,Fiber optic,Electronic check,No,Yes,No,Yes,No,No,No,No,No,Female,Yes,1,2,5,8,5.054977179833022
3566-HJGPK,No,0.0,0.4317,1,Month-to-month,45.55,45.55,DSL,Mailed check,No,No,No,No,No,Yes,No,No,No,Male,Yes,1,0,3,4,1.7267359359096872
0973-KYVNF,No,0.0,0.0064,72,Two year,70.65,5011.15,DSL,Credit card (automatic),Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Female,Yes,5,3,4,12,0.07713085558515376
5129-HHMZC,No,0.0,0.0262,43,Two year,86.45,3574.5,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Female,Yes,5,4,5,14,0.36722583355274363
5832-EXGTT,No,0.0,0.1615,29,Month-to-month,60.2,1834.15,DSL,Mailed check,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Male,Yes,5,2,4,11,1.7763111966723582
7217-JYHOQ,No,0.0,0.1391,24,Month-to-month,70.3,1706.45,DSL,Credit card (automatic),Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Male,Yes,4,3,4,11,1.530540894067178
6695-FRVEC,No,0.0,0.0041,67,Two year,60.4,3953.7,DSL,Bank transfer (automatic),Yes,No,Yes,No,No,Yes,No,Yes,Yes,Male,Yes,5,1,4,10,0.04085081386000722
3466-WAESX,No,0.0,0.3547,16,Month-to-month,69.1,1083.7,DSL,Electronic check,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Male,Yes,4,3,4,11,3.901601136501134
7776-QWNFX,Yes,0.0,0.17,30,Month-to-month,50.4,1527.5,DSL,Bank transfer (automatic),No,Yes,No,No,No,Yes,No,Yes,No,Male,Yes,5,1,3,9,1.5301242595344462
0754-EEBDC,No,0.0,0.0436,4,Two year,19.9,76.65,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,2,0,1,3,0.130693075346478
5777-ZPQNC,No,0.0,0.109,12,One year,20.15,260.7,No,Electronic check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,3,0,2,5,0.5449596624856018
1951-IEYXM,No,0.0,0.0123,72,Two year,90.6,6441.85,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,4,5,14,0.1716074919673407
3143-ILDAL,Yes,0.0,0.295,56,Month-to-month,94.45,5124.6,Fiber optic,Electronic check,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Male,Yes,5,2,5,12,3.539674276235989
2361-FJWNO,No,0.0,0.0426,40,One year,36.0,1382.9,DSL,Credit card (automatic),No,Yes,Yes,No,No,No,No phone service,No,No,Male,No,5,1,2,8,0.3407432397618795
8232-UTFOZ,No,0.0,0.0011,69,Two year,19.95,1399.35,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,5,0,1,6,0.006308988326697573
3750-YHRYO,No,0.0,0.0887,7,One year,20.65,150.0,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,3,0,2,5,0.44372335189823975
6637-KYRCV,No,1.0,0.5888,5,Month-to-month,30.5,167.2,DSL,Electronic check,No,Yes,No,No,No,Yes,No phone service,Yes,Yes,Female,No,2,1,2,5,2.944204755589582
7188-CBBBA,No,0.0,0.195,65,One year,95.5,6153.85,Fiber optic,Electronic check,No,Yes,No,Yes,No,Yes,Yes,No,No,Female,Yes,5,2,5,12,2.3401362546040203
4720-VSTSI,Yes,0.0,0.3179,44,Month-to-month,84.8,3862.55,Fiber optic,Bank transfer (automatic),No,Yes,No,No,No,Yes,Yes,No,No,Female,Yes,5,1,5,11,3.496445410626266
3946-MHCZW,Yes,0.0,0.3475,1,Month-to-month,50.9,50.9,DSL,Mailed check,No,No,No,No,No,No,No,No,No,Male,Yes,1,0,3,4,1.38995281862855
8201-AAXCB,No,0.0,0.2659,25,Month-to-month,60.35,1404.65,DSL,Electronic check,No,No,No,Yes,No,No,Yes,Yes,Yes,Male,Yes,5,1,4,10,2.6593207228938667
7696-CFTAT,No,0.0,0.0068,37,Two year,19.8,726.1,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,5,0,1,6,0.04098240273169629
6651-AZVTJ,Yes,0.0,0.4874,49,Month-to-month,99.8,4872.45,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,2,5,12,5.8490582057807625
2792-VPPET,No,0.0,0.3273,3,Month-to-month,20.5,76.95,No,Electronic check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Male,Yes,1,0,2,3,0.9818086495896726
7409-JURKQ,No,0.0,0.2537,53,One year,111.8,5809.75,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,3,5,13,3.2984855696595994
3247-MHJKM,No,0.0,0.2146,1,Month-to-month,20.2,20.2,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,1,0,2,3,0.6439142478040103
2239-CGBUZ,No,0.0,0.026,51,One year,60.5,3145.15,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,No,Yes,No,Yes,No,Female,Yes,5,2,4,11,0.2855114328590489
3764-MNMOI,No,0.0,0.0041,46,Two year,19.2,908.15,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,5,0,1,6,0.024437521976978127
7442-YGZFK,No,0.0,0.4872,1,Month-to-month,49.8,49.8,DSL,Credit card (automatic),No,No,No,No,No,Yes,Yes,No,No,Male,Yes,1,0,3,4,1.948751514981069
8466-PZBLH,No,0.0,0.0359,67,Two year,104.6,6885.75,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,Yes,5,3,5,13,0.4670144121411467
0019-EFAEP,No,0.0,0.0448,72,Two year,101.3,7261.25,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,No,Yes,Yes,No,No,Female,Yes,5,3,5,13,0.5826033323124501
